RowNumber,CustomerId,Surname,First Name,Date of Birth,Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Address,Contact Information,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Churn Date,Balance,NumOfProducts,NumComplaints
17860,6ef7a84c-6837-4de6-9ca5-fd983aa1d366,Valencia,Brenda,1988-01-17,Male,Single,0,Charity fundraiser,14378.81,Master's,"4684 Jeremy Valleys Suite 706
Haleyfort, WA 95606",(451)692-0129x5237,7,SME,Phone,733,16,35483.68,0,,,247368.03,2,8
85747,cb0250e7-851c-4f46-853e-5b9a0ead9855,White,Lindsey,1998-06-18,Male,Divorced,0,Financial trader,94813.46,High School,"98752 Christopher Brooks
East Mark, AS 25468",001-962-488-9921x64440,24,SME,Phone,837,16,6902.17,0,,,153282.7,1,2
105380,f950dccb-de34-48e0-a018-ddbf24bfbaca,Pineda,Brittany,1980-05-22,Female,Married,2,Leisure centre manager,31601.06,Bachelor's,"3194 Holloway Pike
East Julieside, OH 18339",+1-724-573-7248x363,11,Retail,Email,690,2,33628.35,0,,,145272.59,1,1
54447,9cc55e1f-6733-4f07-b814-4f9cd7b9c260,Ramos,Jeffrey,1993-09-16,Female,Divorced,5,"Therapist, art",61776.03,High School,"4780 Owens Island
South Allenport, AS 75063",+1-877-355-6550,29,Corporate,Email,386,3,20177.57,0,,,192705.25,5,2
28746,1692b5ec-1583-470d-87a2-6b2870ec746b,Morse,William,1991-11-30,Male,Divorced,4,"Production designer, theatre/television/film",10973.51,High School,"6315 Velazquez Prairie
New Xavier, LA 64492",710-410-1394,30,Corporate,Email,783,24,40400.97,0,,,6376.02,2,2
38110,e1c3a8e9-4b03-4502-81a0-58df96b6dc84,Mccarthy,Steven,2002-04-06,Female,Divorced,1,Materials engineer,18801.17,Bachelor's,"3742 Andrea Lights Apt. 910
Ericksonshire, OK 08029",(518)484-4786,2,Retail,Phone,679,29,11793.01,0,,,99528.95,2,2
33888,d84a0b5e-88d3-49cc-a3f6-3183b901417e,Howard,Andre,1958-09-17,Female,Divorced,4,Pathologist,57568.58,Diploma,"1126 Wendy Forest Apt. 275
Davidburgh, WI 15738",+1-971-768-0903x62131,18,Retail,Email,564,17,11997.13,0,,,144840.71,3,10
87587,37fcb3aa-6ebf-4cb4-86e0-cf84a70d4c12,Wilkerson,Anna,1981-10-14,Male,Divorced,2,"Sales professional, IT",62002.87,Bachelor's,"4219 Rogers Station
South Christophermouth, HI 22019",+1-847-296-1845x248,2,Retail,Email,495,22,38202.6,0,,,23473.36,3,0
60959,86cfc188-db0a-4d11-8c8f-053778aa48ea,Ford,Alicia,1955-08-31,Female,Married,3,"Investment banker, corporate",31965.57,Master's,"USNV Palmer
FPO AE 45642",279-288-7528x6337,26,Corporate,Email,558,11,47057.08,0,,,244021.18,3,6
89283,4cb73dbc-86d0-429b-98ef-71c03b9ed179,Morton,Roger,1985-01-10,Female,Single,2,Financial manager,73111.25,Bachelor's,"24231 Richard Keys
North Markmouth, MS 36555",(221)958-5752x665,30,Retail,Email,407,14,36849.42,0,,,207922.22,2,2
51647,3a041332-0b4e-46ec-b88b-f60bb8a55a2c,Nguyen,Samuel,1953-12-29,Female,Divorced,1,Petroleum engineer,72520.47,High School,"196 Robin Ridges Suite 620
West Cherylview, AL 52086",545.294.4637x03460,2,SME,Phone,743,19,26106.31,0,,,169667.39,3,8
25914,43fba52b-d9fb-4540-be95-b060ec61cb28,Ross,Matthew,1981-08-10,Female,Single,3,Dramatherapist,90025.7,Master's,"28947 Benton Corner Suite 741
South Jonathanborough, MS 39199",+1-775-563-1429x730,4,Corporate,Email,521,29,44446.04,1,Better Offers Elsewhere,2024-04-05,23701.07,3,5
80627,0a49d201-3485-41e2-a3fe-32e7325fb48d,Clay,John,1974-07-16,Male,Married,1,Research scientist (physical sciences),19106.03,Master's,"12692 Taylor Circles Suite 497
Williamburgh, VT 54479",650-336-6353,28,Retail,Email,399,21,5085.62,0,,,166162.3,4,6
49518,420c19a8-5cfd-4d9c-b5d8-409ef28f6a65,Gonzalez,James,1952-11-20,Male,Married,1,Clinical psychologist,46474.09,Bachelor's,"7351 Tonya Club Suite 297
Garciaview, ND 64242",392-410-1853,18,Retail,Phone,416,26,21310.05,1,Better Offers Elsewhere,2024-03-07,46552.0,4,10
73545,cd2c7d69-d67c-4cac-a8f8-38d36b86dd44,Guerra,Hayley,2001-07-01,Male,Married,4,Printmaker,83001.53,Bachelor's,"6924 Gonzales Mills
Port Joshua, VA 42316",663-720-0844x422,25,Corporate,Phone,576,10,29477.98,1,Service Issues,2024-02-13,6211.53,4,9
110469,70805329-35ae-46d2-8a65-0c6589db163c,Bryant,David,1955-01-29,Female,Single,4,Hydrographic surveyor,80522.95,Master's,"57966 Brooks Ford Apt. 045
Michaelhaven, PW 44822",+1-711-291-3225,25,SME,Email,675,29,3822.17,0,,,157542.4,3,2
95098,acc4a8f5-04d5-4122-9e2e-2097c5d013a3,Cameron,Andrew,2003-02-17,Female,Divorced,4,Sales promotion account executive,46060.75,Diploma,"52486 Tasha Island Suite 975
Davidland, VT 45817",(850)223-0653x31497,3,SME,Phone,596,1,34645.22,0,,,182003.78,4,9
14500,c09e6d27-78ae-46e1-a8ea-0c00a6e33377,Goodwin,Melanie,1967-07-10,Female,Single,1,Financial controller,76493.42,Master's,"6704 Mcbride Corner
West Tina, MI 01062",+1-782-461-8949x4868,28,Retail,Phone,312,26,4388.57,0,,,162398.24,3,6
92894,8fdae1be-0f46-4adc-9351-713ca71cdeee,Mahoney,Scott,2005-07-10,Female,Married,3,Chiropractor,72945.34,Diploma,"314 Hill Causeway
Port Zachary, CA 33995",001-538-342-8488x82197,26,SME,Phone,801,26,25808.95,0,,,66058.76,1,1
32833,e03154fe-3770-418c-8711-d7ece2ad7c69,Gutierrez,Kerry,1993-05-24,Male,Divorced,4,Lobbyist,99079.88,Bachelor's,"357 Joseph Landing Suite 311
South Nathanville, LA 81086",910.772.5863x872,21,Retail,Email,616,9,48457.11,0,,,59560.02,3,8
60193,53071682-86e1-4a6c-a33e-913d0a060f1a,Rose,Rebecca,1982-02-05,Female,Married,1,Claims inspector/assessor,7823.93,High School,"264 George Ferry Apt. 755
Katherineview, VT 25977",+1-513-970-9574x566,7,Retail,Phone,592,7,26013.29,0,,,168530.4,2,2
10724,dc76dffb-fda1-4b2e-9add-d331e68642a3,Mathews,Mindy,1951-11-02,Female,Divorced,3,Facilities manager,91154.34,High School,"2934 Sherry Mount Apt. 094
Woodmouth, NE 62225",3892945796,28,Retail,Phone,317,5,26908.32,0,,,141881.73,2,1
26474,5756f848-b0cc-4905-9b71-57c667854e01,Gates,Christopher,1986-04-24,Female,Married,1,Psychotherapist,35809.61,Diploma,"34013 Elizabeth Streets
Knappbury, NV 70739",4935607962,21,Retail,Email,333,11,26266.33,0,,,172906.08,1,8
73937,7b00fcf7-59d3-4ca3-8ad7-eb59a14717b6,Morris,Angela,1974-06-11,Male,Single,0,Mining engineer,33334.11,Master's,"5125 Lisa Plaza Apt. 605
Davidshire, SD 80562",771.784.2641x14705,20,SME,Phone,791,2,18536.6,0,,,124824.37,2,6
6317,77bef9cd-06ae-4a44-9f41-70a2234475dc,Williams,Sylvia,1950-08-03,Male,Married,3,"Lecturer, further education",98389.9,Master's,"05573 Micheal Pike Apt. 365
East William, AS 07813",001-531-460-6858x7549,30,SME,Email,410,19,47187.84,0,,,56047.09,2,0
106152,c1db0f5e-ec51-4378-8563-9d8572ad0101,Hawkins,Brian,2006-06-15,Female,Divorced,4,Operational investment banker,21226.93,Diploma,"985 Erika Underpass Suite 018
West Samanthatown, NV 58234",+1-563-955-0299,21,SME,Email,377,12,48481.14,0,,,226154.93,1,8
25719,44b4a4c6-65c9-406d-9262-2a87b07e8d46,Burton,Nancy,1984-06-08,Male,Divorced,2,"Therapist, sports",20025.1,Master's,"2522 Brandon Fork Suite 772
Lake Cynthiaberg, ND 16621",+1-469-389-4929,20,Retail,Phone,780,8,31567.2,0,,,69409.13,2,10
46091,8db9ec91-c834-4b72-93fb-de1218f81c83,Griffin,Derrick,1991-05-07,Female,Divorced,0,Fish farm manager,52850.37,Master's,"923 Cynthia Mall
New Brianhaven, CT 23267",874-432-4013x42039,24,Corporate,Email,401,7,15498.12,1,Better Offers Elsewhere,2024-01-21,76478.44,3,10
104332,4c1b9a87-fec5-4cd5-899c-982a303cd023,Rodriguez,Ralph,1983-11-27,Female,Divorced,1,"Scientist, biomedical",9513.74,Diploma,"33436 Mendoza Heights Suite 057
Lake Jacob, PA 50654",5503461560,17,Retail,Email,829,8,22590.54,0,,,86806.92,3,4
19309,348bed60-d913-4cd9-94fd-2569d30421f6,Mckinney,Brett,1966-02-17,Male,Divorced,5,"Engineer, civil (contracting)",43450.58,Master's,"75420 Billy Crossroad
Port Susanhaven, VT 81655",841.772.6352,13,Retail,Phone,421,27,7541.82,0,,,49303.94,5,8
19112,bb6f3c94-76b7-4e46-ac18-79a8c4eb7e1b,Kelly,Mary,1948-09-01,Female,Married,1,"Teacher, special educational needs",69072.13,Master's,"Unit 0675 Box 9227
DPO AA 82226",290-865-0599x9316,8,Corporate,Email,432,7,5607.81,0,,,79756.97,3,2
60697,e27d9d2b-38cd-4f99-ac1a-74562dfdfcb3,Mann,Jennifer,1950-09-04,Female,Divorced,3,Clinical research associate,48654.65,High School,"996 Hughes Parks Apt. 101
Rogersfurt, DE 96080",(484)382-1393,8,Retail,Phone,768,1,16326.13,0,,,66426.41,4,7
38145,9664cf6c-151f-4138-81aa-26c8a58f0b84,Larsen,Vanessa,1996-07-15,Male,Single,5,Environmental education officer,16136.08,High School,"99458 Molina Ranch Apt. 582
New Patriciaburgh, MI 30377",566-388-9608x95473,2,SME,Phone,841,14,27908.08,0,,,147959.19,3,3
83057,edd5a880-1dd3-4852-9f6b-1d583bfd47fc,Cantu,Angela,1972-07-16,Female,Married,2,Naval architect,19882.2,Bachelor's,"416 Hill Mission
Browningshire, IL 26471",+1-245-733-7242x7190,25,Retail,Email,489,29,3164.84,1,Relocation,2024-01-02,13688.18,1,4
73308,885fd969-b0d8-4f50-9dcc-d77a316450c1,James,Kevin,1987-12-16,Female,Divorced,2,"Therapist, nutritional",57376.54,Diploma,"798 Patel Island
Shirleyside, MH 83766",+1-250-469-1800x9389,5,SME,Phone,788,2,32038.63,0,,,164797.35,3,1
109411,59665ecc-f823-440e-951c-43cfb18bdf4b,Williams,Karla,1978-07-01,Female,Single,4,Data processing manager,55404.56,Master's,"6211 Megan Loop
West Heather, NH 93038",356-479-2217x9784,1,SME,Email,765,25,35856.49,0,,,120670.28,5,2
33708,000f4008-f813-4194-ba69-d6393fe6af8d,Lopez,Lauren,1970-06-12,Female,Single,1,"Engineer, building services",67424.21,Bachelor's,"82028 Jason Way Suite 470
Crystalmouth, IN 05758",940.699.2322x943,23,SME,Phone,357,20,41165.96,0,,,100344.38,2,7
15197,c193f8fb-e5bb-4c83-aa9b-4eed7dc9e7ec,Silva,Vicki,1986-12-25,Male,Divorced,5,Further education lecturer,24462.94,Master's,"74369 Fisher Fort Apt. 344
East Kathleen, WY 22181",+1-945-725-9806x792,23,SME,Phone,573,16,15486.46,0,,,99683.11,4,7
44429,0cf28efe-8663-4da3-be6a-67633c9c7e4a,Wu,Michele,1998-09-25,Male,Married,0,Pension scheme manager,91547.59,Diploma,"60532 Mills Lane
Johnsonchester, WV 06732",5663572525,25,SME,Email,655,18,16478.57,1,Relocation,2024-05-09,20512.99,3,10
71307,5f712ab4-c6fb-4f8d-aaaf-899285e43291,Cherry,Cassandra,1958-07-14,Female,Married,1,Exhibition designer,31339.98,Diploma,"619 Kimberly Fields Suite 531
East William, HI 12136",955-749-7356x8608,2,Corporate,Email,487,11,2328.25,0,,,183958.24,1,9
4251,79763bd0-cdd1-4a95-8536-d55954245e76,Myers,Jennifer,1955-05-27,Male,Married,2,Armed forces operational officer,6757.73,Bachelor's,"55459 Gonzalez Grove
Andreahaven, FM 36112",764.668.4317x3106,26,Corporate,Phone,711,13,44511.39,0,,,186536.95,2,8
41715,52117204-52e1-4bbf-b50f-ccbfed70099c,Pierce,Hannah,1953-03-06,Female,Divorced,2,Cartographer,33129.12,Diploma,"Unit 8461 Box 4466
DPO AA 91773",(953)945-9506x644,21,Corporate,Phone,767,10,20087.23,0,,,74362.38,3,1
21414,7cd6a473-e809-4817-bb89-772d5b70c0f4,Alvarez,Haley,1971-02-25,Male,Divorced,5,"Psychologist, prison and probation services",35742.21,High School,"PSC 7673, Box 8726
APO AE 05468",379.613.5785x2558,13,Corporate,Email,587,26,3558.92,0,,,159760.96,4,9
652,5140f682-f536-46d0-94d3-0724e4da0c43,Wheeler,Sara,2005-04-09,Male,Single,3,"Scientist, physiological",81835.25,Diploma,"5818 Campbell Fords
Lake Juanchester, CA 52046",3734010959,5,Corporate,Phone,475,22,46726.65,1,Relocation,2024-08-02,42624.98,2,5
93920,159c191f-d220-4087-99e0-39114a7aab31,Li,Cheryl,1992-10-28,Male,Single,1,Health and safety adviser,94167.19,Master's,"64928 Kent Garden Suite 168
Johnsonbury, WY 55337",616.402.8429,11,Retail,Phone,621,6,35449.6,0,,,82762.07,1,9
103209,3dfc271e-110e-4dd2-b645-28e49e554379,Terrell,Amy,1983-12-12,Male,Divorced,1,Contracting civil engineer,61852.3,Master's,"2099 Gloria Inlet
New Stephen, NV 99365",542-547-5152x786,30,Retail,Email,387,21,41364.56,1,Better Offers Elsewhere,2024-01-27,72091.18,2,8
71231,0e3f9a7c-a47a-4d16-b08c-61b861fd12c6,Ward,Nancy,1967-12-23,Male,Single,4,Armed forces technical officer,64793.88,Bachelor's,"065 Crawford Extension
Joshuaview, MI 98359",497-825-8543,3,Retail,Email,492,3,42449.04,0,,,52086.65,5,3
86726,2e4971da-5e90-4e4a-a5bc-4209efec108b,Reid,Keith,1963-06-08,Male,Married,1,Hydrogeologist,41016.92,Master's,"4139 Barbara Ridges Suite 152
South Paula, VT 91951",498-570-2825x45349,2,Corporate,Phone,551,16,25837.39,1,Better Offers Elsewhere,2024-03-23,18908.82,2,6
65115,2a4999c4-5c8c-4224-94ab-1e056c6c42b2,Fowler,Maureen,1965-06-18,Female,Divorced,1,Technical sales engineer,27424.52,Diploma,"923 Brown Spur Apt. 291
Robertton, RI 18459",677.747.0985x251,30,Retail,Email,550,23,31694.09,0,,,77467.57,4,7
57821,3f413c76-ed3d-449a-94a7-b317fc07f056,Williams,Cassandra,2001-12-30,Male,Married,0,Museum/gallery exhibitions officer,15129.99,Diploma,"9760 Ellison Rapids Apt. 093
Wesleyborough, WV 75960",974-310-2426,16,Corporate,Phone,850,8,41798.73,0,,,19928.27,5,8
106599,06c5460c-257f-47b4-a4d0-f7ff025c9da0,Taylor,Steven,1953-05-12,Male,Divorced,2,"Accountant, chartered public finance",92845.58,Master's,"USNS Tyler
FPO AA 02694",586-574-0518,3,Retail,Email,351,4,4566.49,0,,,220602.35,4,0
113693,0ed71bc7-533c-4fba-bc79-50fcb6ad2148,Wong,Jennifer,1950-11-17,Male,Married,3,Media planner,38761.44,High School,"893 Erin Cove Suite 406
North Aliciaton, WY 24871",001-734-609-9872x188,14,Corporate,Email,371,14,37745.92,1,Relocation,2024-05-01,41738.69,4,7
35445,fdc98f8a-90f6-431c-92d3-43eca9bc1caa,Cortez,Cynthia,1978-08-03,Male,Divorced,5,Retail buyer,30804.66,Diploma,"325 Chad Stravenue
West Michael, KS 72516",5766946087,11,SME,Email,733,9,24702.25,0,,,39147.66,5,7
101293,f5a62ea1-b515-4e98-9a3f-ee5447829b70,Jones,Blake,1967-10-09,Female,Married,1,Data processing manager,20155.19,Diploma,"100 Freeman Pine Suite 426
East Melissa, WY 31218",209-371-0408,8,Corporate,Email,475,4,26957.67,0,,,215081.86,4,2
106116,6e010e41-93a7-44b1-adfd-a5d52c7ad94b,Davis,Aaron,1993-01-11,Female,Single,3,"Surveyor, minerals",41378.64,High School,"876 Hamilton Highway Suite 044
Tylerport, LA 89100",001-860-208-6665x22265,11,Retail,Phone,722,15,30100.75,0,,,227199.55,5,6
91937,e8e26794-e885-448e-b666-66cc11773b6b,Harris,Adam,1989-10-12,Male,Single,0,Estate manager/land agent,51986.26,Diploma,"19558 Robin Valleys Apt. 640
Cordovamouth, AZ 69170",(817)712-9597x76778,29,Corporate,Phone,684,17,16436.52,0,,,37955.31,2,0
78561,c814e49a-bf28-4d4a-97e9-0dbce95d56c8,Merritt,Alice,1978-02-19,Female,Married,3,Metallurgist,87187.27,Diploma,"805 Patrick Squares Suite 549
Parkstad, GA 32528",247.730.2938x72433,10,Retail,Email,767,29,23994.07,0,,,164710.43,2,9
56507,ef36e982-1d53-4850-bd4c-9e3a5a7ed477,Stone,Sheila,1981-05-23,Male,Divorced,5,"Production assistant, television",50167.32,Diploma,"0064 Melissa Locks
South Sylviamouth, NV 81447",(320)234-6636x8359,6,Corporate,Phone,309,5,40469.4,0,,,145408.48,5,9
99643,0435a450-9087-4742-a929-a54ce30bc0a8,Wheeler,Ryan,1995-11-28,Female,Single,4,Advice worker,51211.42,Diploma,"460 Moore Lakes
West Charlotteburgh, VI 67804",688.577.9987x1333,21,Corporate,Email,433,9,13446.12,0,,,33422.55,5,3
26861,79005b18-beff-43bc-9f0a-148e461855b1,Lee,Anthony,1970-04-18,Female,Divorced,5,"Nurse, children's",23199.59,High School,"131 David Overpass
Alanfort, WY 45819",580-460-2212x6682,5,Retail,Email,747,4,29491.58,0,,,228064.41,2,5
80102,4eed8491-2165-428a-8457-ab008d678c34,Diaz,Eric,1961-12-23,Male,Married,4,"Accountant, chartered",27540.88,Master's,"0457 Hansen Lake Apt. 556
Scotttown, AL 27714",604-326-3740x18110,25,SME,Email,440,9,32403.16,0,,,83106.15,1,2
97175,99f871db-1d4d-4d7c-af1b-5c5e59ada82f,White,Brenda,1976-03-19,Female,Married,4,Agricultural engineer,18797.12,Bachelor's,"6891 Angela Gateway Apt. 693
Brianbury, PW 19138",238-557-9401,29,Retail,Email,467,15,11980.53,0,,,231124.08,4,0
49508,c84286e8-441b-4504-86af-7a4dc2e99fa5,Jones,Nicholas,1977-02-15,Male,Married,0,"Journalist, newspaper",36081.02,Diploma,"125 Matthew Ville Suite 222
Stevensfurt, TN 14854",410.855.6741x9420,6,Retail,Phone,387,7,11252.22,0,,,48606.09,5,9
103389,3125d4a2-96e1-45eb-b3b8-5231bbf8ed6d,Estrada,Chelsea,1961-05-09,Female,Single,5,Theatre stage manager,36618.67,Master's,"787 Kimberly Canyon
Ramirezport, MA 71585",725-361-4493,15,SME,Email,432,21,29175.54,0,,,45143.26,4,0
29354,b2dacae2-9d25-4eac-a8a0-2a407cf2bc2b,Farrell,Alexander,1953-08-08,Female,Married,4,"Scientist, biomedical",96679.79,Bachelor's,"652 Charles Roads Apt. 314
Ambertown, WY 82858",411-643-4879,8,SME,Email,686,26,29789.19,0,,,19889.4,3,5
22781,1bb35d9c-c841-4fda-aa7a-db5d1ee65133,Williams,Natasha,1970-07-23,Female,Married,0,Art therapist,44926.04,Diploma,"26777 Ward Viaduct
Port Zacharystad, KS 57480",780.500.8631,14,Retail,Phone,313,6,26810.99,0,,,156129.28,5,2
46797,733c7088-3310-4bed-abc0-a7256909e61f,Mcgee,Sherri,1956-10-02,Female,Divorced,2,Lawyer,44426.8,Master's,"9122 Laura Shoals
South Davidville, MO 10533",001-874-601-4701x4470,12,SME,Email,839,21,14901.34,0,,,31019.62,4,7
77278,123df6a0-dce7-4dc3-8c15-62d53f067f38,Welch,Richard,1982-07-08,Female,Single,5,"Production assistant, television",39437.54,Bachelor's,"35731 Kyle Trace
Dickersonstad, VT 03758",357.275.4229x470,14,Corporate,Email,649,18,8761.55,1,Service Issues,2024-06-20,32956.31,2,8
47016,e8870bbd-55f6-4038-a452-cb9e32cf9b3d,Anderson,Joshua,1977-06-02,Female,Married,2,"Surveyor, planning and development",81151.46,Diploma,"67446 Richardson Village
Wrightborough, AZ 03856",585-889-2271,7,Corporate,Email,526,29,48935.97,1,Better Offers Elsewhere,2024-07-28,778.33,2,10
32304,24e2c2aa-6ef3-4514-b1c4-4186474381b1,Haas,Amber,1998-03-08,Male,Married,0,Aeronautical engineer,82393.75,High School,"1828 Jeffrey Grove
North Darlenefurt, NC 77380",(443)586-7958x0191,20,Corporate,Phone,496,5,17361.33,0,,,200175.83,2,5
2684,4f0bf2ea-a2ee-4741-a69c-c70e0b80a8eb,Allen,Allen,1955-05-19,Male,Divorced,0,Banker,77576.21,Bachelor's,"770 Shane Locks Apt. 310
New Tyler, CA 08620",945-707-6231,22,SME,Phone,522,5,41744.85,1,Service Issues,2024-05-05,41398.59,2,7
72107,d8f0a39b-8478-4949-ba24-96858e26b1b8,Schaefer,Chad,1973-09-25,Female,Married,4,Lexicographer,62764.84,Master's,"605 Todd Walk
North Brandon, IA 64014",593.293.0617x94046,4,Retail,Email,676,8,34285.39,0,,,152261.01,5,3
91623,ade5bc87-f4d4-4375-8571-5cda5c38216e,Torres,Darren,1952-01-15,Female,Divorced,1,Historic buildings inspector/conservation officer,6747.35,Master's,"USS Johnson
FPO AE 88459",430.375.0154,30,SME,Email,655,23,37506.07,1,Account Closure,2024-03-04,38840.65,2,9
103799,9c413828-0062-4934-853a-0969751f7742,Rodgers,Patrick,1967-07-21,Female,Married,2,"Engineer, drilling",88300.93,High School,"91347 Sean Plaza Apt. 506
Hunterhaven, DE 15527",(492)735-6715,21,Retail,Phone,404,25,37560.73,0,,,208528.63,2,0
56804,0b20b8c6-7a03-44a7-bdb5-b20ef79e06f4,Armstrong,Robert,1987-12-28,Female,Married,0,"Production assistant, television",7951.84,Master's,"4106 Richardson Bypass
North Samantha, AZ 23267",+1-261-317-2790x203,30,Corporate,Phone,719,19,6403.73,0,,,236690.12,4,10
105782,2add6167-b559-480e-ac3c-748e53768c5e,Brown,Dakota,1975-09-30,Male,Single,0,Retail banker,69624.22,Diploma,"19958 Lori Place
West Tina, MS 46662",496.505.6702,16,SME,Phone,332,11,43747.54,0,,,133667.5,4,9
102502,69094032-7e8e-4760-ae90-85e95b78e402,Nelson,Charles,1984-06-21,Female,Divorced,5,Midwife,62524.57,High School,"5087 Seth Lights
Derekton, NY 46604",+1-339-452-3493x902,15,Corporate,Email,782,18,45142.13,0,,,101505.13,5,5
59739,1c8b174d-d034-4e4a-bcd8-da621ed217fe,Nguyen,Corey,1970-10-30,Male,Divorced,4,Health physicist,38800.09,Master's,"3054 Kim Pass
Martinchester, ME 09762",(549)480-7125,27,SME,Email,386,11,37991.53,0,,,4196.49,5,0
46090,87b53f5d-928b-4137-8905-d464959572a3,Giles,Darren,2003-05-23,Female,Divorced,4,Sport and exercise psychologist,22906.47,Diploma,"20488 Cummings Skyway Suite 024
Johnville, AS 88324",578.977.0196,15,Retail,Phone,628,11,35168.46,1,Account Closure,2024-02-09,29380.35,3,9
67031,2fb32ab5-9065-468c-8c4a-473837fe7b56,James,Sarah,1954-03-11,Male,Divorced,5,Merchant navy officer,58033.01,High School,"816 Sawyer Lights
Austinbury, VI 32616",598.615.3089x911,6,Corporate,Email,509,23,3663.9,0,,,127790.31,3,9
25270,6ce94e1e-83cd-48ed-9fb5-d2fb9b6371e4,Chen,Jeanne,1975-05-09,Male,Single,0,Accounting technician,31258.92,High School,"Unit 9308 Box 5973
DPO AE 14508",216-875-2081x013,26,Corporate,Phone,591,17,20667.86,0,,,90337.98,2,9
887,6630a79a-fd2c-4941-927f-c93e9efd910c,Williams,Aaron,1958-07-13,Female,Single,2,Senior tax professional/tax inspector,44986.06,Bachelor's,"915 Samantha Fall Apt. 431
Carpenterside, PW 53400",679-785-3567x5978,7,SME,Phone,801,2,29209.56,0,,,148879.53,2,8
46969,5786955a-debd-48c1-b118-ca0fc0c1e15e,Hays,Amanda,1984-02-10,Female,Married,5,Corporate investment banker,80414.54,Master's,"2363 Edward Square Apt. 075
Tinastad, FL 01532",(281)693-7877,11,Corporate,Phone,586,8,6994.75,0,,,210845.0,4,7
99172,561f2e10-cee7-4005-9317-316a299d43d3,Lewis,James,1996-05-15,Female,Married,3,Emergency planning/management officer,27574.84,High School,"5225 Belinda Rue
Torresshire, ME 39683",+1-941-806-1803x350,28,Corporate,Phone,437,22,33574.1,0,,,64754.0,4,6
6412,64cf94af-5cd8-4b50-aeea-8918d21187fc,King,Bob,1978-04-28,Female,Single,4,Financial planner,23995.15,Bachelor's,"04547 Diane Street
Adamport, VI 15228",+1-799-984-4550x5524,8,Retail,Phone,376,6,13961.41,1,Relocation,2024-06-02,77544.03,2,10
70107,f3e25c5d-fb0e-4b11-8c9f-a55e08e3471a,Washington,Kelly,2006-04-28,Female,Married,1,Comptroller,66703.84,Bachelor's,"0146 Edwards Wall
Lake Veronica, OK 46211",+1-418-399-9615,22,Retail,Phone,611,27,26593.51,0,,,189630.09,1,5
106663,76b11f1e-32f0-4fce-89ac-2b6acdfa6042,Stevens,Chad,1998-03-08,Female,Divorced,4,Radio producer,60678.3,Bachelor's,"8534 Lindsey Mews Apt. 984
Bensonbury, PR 30081",+1-308-546-3483x9027,2,Corporate,Phone,701,5,14019.86,0,,,4806.36,4,6
10571,cf35bcc6-32de-4ce3-9514-e8601657e5cd,Russell,Daniel,1969-04-05,Female,Single,2,"Designer, textile",33940.49,Diploma,"1532 Miller Brook
New Seanborough, MI 37808",001-777-498-7716,5,Corporate,Email,356,30,8768.65,1,Account Closure,2024-06-09,21624.19,2,7
4273,9e7675a1-4f4a-43d7-a0aa-35860366efca,Gonzalez,Brittany,1994-02-24,Female,Single,2,Translator,90835.98,Bachelor's,"20044 Riley Meadows Suite 352
East Josephville, IL 32146",322.237.0665,3,Retail,Phone,742,14,49506.4,1,Relocation,2024-06-19,21463.19,1,4
37391,02d5ff73-1079-47f9-b300-007de6fa24ce,Jackson,Sonia,1992-10-04,Male,Married,3,Armed forces training and education officer,63245.88,Bachelor's,"8278 Taylor Club
North Stephanie, NC 57771",755-338-7092,18,Corporate,Email,513,4,11505.35,0,,,159234.43,4,6
96972,3ec9102e-b481-4a7f-8f50-594d4642dfff,Lewis,David,1953-05-15,Male,Single,2,Farm manager,98364.92,Diploma,"46984 Deborah Fords
South Karenmouth, ID 42500",(996)675-9804,10,Retail,Phone,589,5,6359.04,0,,,207035.83,1,5
62195,5832cb17-8b2f-44e5-9b47-831156133898,Brown,Julia,1974-07-27,Male,Divorced,2,"Geologist, wellsite",55253.35,High School,"522 Ariel Turnpike Apt. 400
North Adam, TN 94758",370-842-6035,4,SME,Phone,332,16,34937.6,0,,,85455.13,4,6
90967,34fae25a-1dfd-4e1e-8b9c-4a7c27557780,Kelly,Barry,1991-01-31,Male,Divorced,1,Maintenance engineer,80557.66,Diploma,"Unit 8066 Box 9283
DPO AP 17186",6056863906,8,SME,Phone,810,1,42650.42,0,,,140910.92,2,2
80895,8610960c-5267-4b48-a6c1-df9ad0bc10e5,Snyder,Mindy,1987-05-20,Female,Single,4,"Scientist, research (medical)",9707.54,Diploma,"41148 Wiley Port
Lake Toddchester, HI 43593",+1-692-579-6471x513,30,Retail,Phone,412,1,18675.69,0,,,130351.94,1,3
73216,123276a3-ebae-45ae-8691-8a063aa609bd,Delgado,Kaitlin,1956-05-10,Male,Married,2,"Surveyor, mining",48196.42,Bachelor's,"0903 Barry Knolls Suite 380
Edwardstown, NM 12251",351-591-6543x1801,7,Corporate,Email,728,4,10172.24,1,Relocation,2024-03-30,19371.18,2,6
76213,b6de9a68-d3e1-4361-b6d8-dc17bdbe2a48,Orr,Kim,1964-06-05,Male,Single,2,Statistician,28852.55,High School,"35499 Michael Islands
Castrostad, MN 22519",+1-850-243-5649x8227,23,Retail,Phone,602,8,23922.14,0,,,182135.94,3,5
